deposit_the_first,age,gender,gift,rates,special_benefits,account_type
8180,25,Female,No,3.5,Yes,3
68800,31,Female,No,3.5,Yes,3
37038,34,Female,No,3.5,Yes,3
92796,24,Female,No,3.5,Yes,3
18384,45,Female,No,3.5,Yes,3
55550,46,Female,No,3.5,Yes,3
21153,37,Female,No,3.5,Yes,3
68355,36,Female,No,3.5,Yes,3
39249,50,Female,No,3.5,Yes,3
78605,46,Female,No,3.5,Yes,3
96767,39,Female,No,3.5,Yes,3
98150,34,Female,No,3.5,Yes,3
41326,49,Female,No,3.5,Yes,3
6431,25,Female,No,3.5,Yes,3
61656,36,Female,No,3.5,Yes,3
42296,32,Female,No,3.5,Yes,3
10458,49,Female,No,3.5,Yes,3
79766,47,Female,No,3.5,Yes,3
98202,18,Female,No,3.5,Yes,3
74925,40,Female,No,3.5,Yes,3
25716,32,Female,No,3.5,Yes,3
68521,49,Female,No,3.5,Yes,3
76331,38,Female,No,3.5,Yes,3
23938,40,Female,No,3.5,Yes,3
40883,23,Female,No,3.5,Yes,3
24825,32,Female,No,3.5,Yes,3
20181,46,Female,No,3.5,Yes,3
23263,21,Female,No,3.5,Yes,3
24941,35,Female,No,3.5,Yes,3
54349,19,Female,No,3.5,Yes,3
11984,18,Female,No,3.5,Yes,3
3054,27,Female,No,3.5,Yes,3
89393,42,Female,No,3.5,Yes,3
4145,41,Female,No,3.5,Yes,3
43515,18,Female,No,3.5,Yes,3
6862,31,Female,No,3.5,Yes,3
50658,36,Female,No,3.5,Yes,3
16987,26,Female,No,3.5,Yes,3
12871,41,Female,No,3.5,Yes,3
85227,40,Female,No,3.5,Yes,3
31175,21,Female,No,3.5,Yes,3
27643,43,Female,No,3.5,Yes,3
27241,24,Female,No,3.5,Yes,3
38108,36,Female,No,3.5,Yes,3
7213,48,Female,No,3.5,Yes,3
49965,20,Female,No,3.5,Yes,3
69196,22,Female,No,3.5,Yes,3
26221,46,Female,No,3.5,Yes,3
46324,22,Female,No,3.5,Yes,3
37135,25,Female,No,3.5,Yes,3
99095,50,Female,No,3.5,Yes,3
72397,30,Female,No,3.5,Yes,3
12021,47,Female,No,3.5,Yes,3
73689,21,Female,No,3.5,Yes,3
16544,49,Female,No,3.5,Yes,3
7683,43,Female,No,3.5,Yes,3
15624,36,Female,No,3.5,Yes,3
95980,50,Female,No,3.5,Yes,3
31698,23,Female,No,3.5,Yes,3
67230,20,Female,No,3.5,Yes,3
36912,38,Female,No,3.5,Yes,3
4545,42,Female,No,3.5,Yes,3
1101,40,Female,No,3.5,Yes,3
54549,30,Female,No,3.5,Yes,3
39594,37,Female,No,3.5,Yes,3
64779,36,Female,No,3.5,Yes,3
60532,22,Female,No,3.5,Yes,3
31002,25,Female,No,3.5,Yes,3
86868,34,Female,No,3.5,Yes,3
46246,35,Female,No,3.5,Yes,3
90970,50,Female,No,3.5,Yes,3
19230,44,Female,No,3.5,Yes,3
58275,44,Female,No,3.5,Yes,3
68770,28,Female,No,3.5,Yes,3
10555,31,Female,No,3.5,Yes,3
44118,39,Female,No,3.5,Yes,3
19884,40,Female,No,3.5,Yes,3
4526,33,Female,No,3.5,Yes,3
4847,40,Female,No,3.5,Yes,3
56485,49,Female,No,3.5,Yes,3
83086,30,Female,No,3.5,Yes,3
33052,47,Female,No,3.5,Yes,3
60840,19,Female,No,3.5,Yes,3
31953,23,Female,No,3.5,Yes,3
12609,20,Female,No,3.5,Yes,3
67670,31,Female,No,3.5,Yes,3
68120,26,Female,No,3.5,Yes,3
39221,35,Female,No,3.5,Yes,3
77079,41,Female,No,3.5,Yes,3
39639,50,Female,No,3.5,Yes,3
14885,29,Female,No,3.5,Yes,3
45232,39,Female,No,3.5,Yes,3
84640,50,Female,No,3.5,Yes,3
11583,22,Female,No,3.5,Yes,3
63527,29,Female,No,3.5,Yes,3
96886,21,Female,No,3.5,Yes,3
93369,18,Female,No,3.5,Yes,3
55033,37,Female,No,3.5,Yes,3
58539,20,Female,No,3.5,Yes,3
29669,34,Female,No,3.5,Yes,3
54102,27,Female,No,3.5,Yes,3
80377,47,Female,No,3.5,Yes,3
84321,37,Female,No,3.5,Yes,3
86246,34,Female,No,3.5,Yes,3
95977,19,Female,No,3.5,Yes,3
59764,41,Female,No,3.5,Yes,3
53640,19,Female,No,3.5,Yes,3
99609,44,Female,No,3.5,Yes,3
95584,35,Female,No,3.5,Yes,3
4210,20,Female,No,3.5,Yes,3
74371,42,Female,No,3.5,Yes,3
86282,22,Female,No,3.5,Yes,3
68184,40,Female,No,3.5,Yes,3
92476,29,Female,No,3.5,Yes,3
48797,24,Female,No,3.5,Yes,3
94835,34,Female,No,3.5,Yes,3
99715,30,Female,No,3.5,Yes,3
21760,30,Female,No,3.5,Yes,3
4301,33,Female,No,3.5,Yes,3
66701,44,Female,No,3.5,Yes,3
84306,18,Female,No,3.5,Yes,3
78887,19,Female,No,3.5,Yes,3
43312,35,Female,No,3.5,Yes,3
35276,43,Female,No,3.5,Yes,3
74144,34,Female,No,3.5,Yes,3
66640,49,Female,No,3.5,Yes,3
80026,34,Female,No,3.5,Yes,3
48798,49,Female,No,3.5,Yes,3
31828,19,Female,No,3.5,Yes,3
10942,24,Female,No,3.5,Yes,3
1637,35,Female,No,3.5,Yes,3
48907,37,Female,No,3.5,Yes,3
75190,25,Female,No,3.5,Yes,3
97676,45,Female,No,3.5,Yes,3
32786,30,Female,No,3.5,Yes,3
37784,19,Female,No,3.5,Yes,3
84880,50,Female,No,3.5,Yes,3
14041,44,Female,No,3.5,Yes,3
31447,20,Female,No,3.5,Yes,3
53113,22,Female,No,3.5,Yes,3
14887,31,Female,No,3.5,Yes,3
39345,34,Female,No,3.5,Yes,3
97252,21,Female,No,3.5,Yes,3
82998,31,Female,No,3.5,Yes,3
84626,50,Female,No,3.5,Yes,3
94247,50,Female,No,3.5,Yes,3
86564,18,Female,No,3.5,Yes,3
50249,50,Female,No,3.5,Yes,3
46549,31,Female,No,3.5,Yes,3
40382,27,Female,No,3.5,Yes,3
38725,39,Female,No,3.5,Yes,3
10386,18,Female,No,3.5,Yes,3
86899,32,Female,No,3.5,Yes,3
29496,35,Female,No,3.5,Yes,3
88325,22,Female,No,3.5,Yes,3
86170,41,Female,No,3.5,Yes,3
16545,24,Female,No,3.5,Yes,3
83018,20,Female,No,3.5,Yes,3
14287,37,Female,No,3.5,Yes,3
99249,32,Female,No,3.5,Yes,3
55121,35,Female,No,3.5,Yes,3
53525,41,Female,No,3.5,Yes,3
9620,46,Female,No,3.5,Yes,3
15644,32,Female,No,3.5,Yes,3
67910,42,Female,No,3.5,Yes,3
45294,33,Female,No,3.5,Yes,3
49530,48,Female,No,3.5,Yes,3
60637,27,Female,No,3.5,Yes,3
1386,39,Female,No,3.5,Yes,3
33001,19,Female,No,3.5,Yes,3
57194,28,Female,No,3.5,Yes,3
17802,21,Female,No,3.5,Yes,3
84735,26,Female,No,3.5,Yes,3
56749,43,Female,No,3.5,Yes,3
90215,47,Female,No,3.5,Yes,3
60576,25,Female,No,3.5,Yes,3
60210,45,Female,No,3.5,Yes,3
6554,32,Female,No,3.5,Yes,3
53233,22,Female,No,3.5,Yes,3
17370,23,Female,No,3.5,Yes,3
13256,34,Female,No,3.5,Yes,3
41405,33,Female,No,3.5,Yes,3
26650,28,Female,No,3.5,Yes,3
25196,39,Female,No,3.5,Yes,3
69356,26,Female,No,3.5,Yes,3
97374,22,Female,No,3.5,Yes,3
97189,23,Female,No,3.5,Yes,3
90000,18,Female,No,3.5,Yes,3
36718,35,Female,No,3.5,Yes,3
49266,38,Female,No,3.5,Yes,3
24685,46,Female,No,3.5,Yes,3
96638,49,Female,No,3.5,Yes,3
82945,27,Female,No,3.5,Yes,3
68083,46,Female,No,3.5,Yes,3
62209,18,Female,No,3.5,Yes,3
39016,21,Female,No,3.5,Yes,3
25707,40,Female,No,3.5,Yes,3
29654,34,Female,No,3.5,Yes,3
21093,19,Female,No,3.5,Yes,3
40011,23,Female,No,3.5,Yes,3
85124,36,Female,No,3.5,Yes,3
2626,33,Female,No,3.5,Yes,3
31720,44,Female,No,3.5,Yes,3
47928,43,Female,No,3.5,Yes,3
23510,19,Female,No,3.5,Yes,3
55100,27,Female,No,3.5,Yes,3
32065,39,Female,No,3.5,Yes,3
58404,31,Female,No,3.5,Yes,3
5479,28,Female,No,3.5,Yes,3
93591,42,Female,No,3.5,Yes,3
93598,50,Female,No,3.5,Yes,3
78830,34,Female,No,3.5,Yes,3
22609,31,Female,No,3.5,Yes,3
48470,50,Female,No,3.5,Yes,3
82903,21,Female,No,3.5,Yes,3
25629,29,Female,No,3.5,Yes,3
92318,24,Female,No,3.5,Yes,3
23217,45,Female,No,3.5,Yes,3
79490,35,Female,No,3.5,Yes,3
81248,46,Female,No,3.5,Yes,3
86550,38,Female,No,3.5,Yes,3
80952,20,Female,No,3.5,Yes,3
8219,28,Female,No,3.5,Yes,3
38390,28,Female,No,3.5,Yes,3
8466,24,Female,No,3.5,Yes,3
89466,28,Female,No,3.5,Yes,3
52220,47,Female,No,3.5,Yes,3
65993,24,Female,No,3.5,Yes,3
23681,41,Female,No,3.5,Yes,3
32627,29,Female,No,3.5,Yes,3
66331,49,Female,No,3.5,Yes,3
45933,23,Female,No,3.5,Yes,3
20573,50,Female,No,3.5,Yes,3
87347,48,Female,No,3.5,Yes,3
14026,40,Female,No,3.5,Yes,3
41266,44,Female,No,3.5,Yes,3
11817,41,Female,No,3.5,Yes,3
34530,46,Female,No,3.5,Yes,3
11456,34,Female,No,3.5,Yes,3
31654,42,Female,No,3.5,Yes,3
94302,31,Female,No,3.5,Yes,3
75846,46,Female,No,3.5,Yes,3
32287,38,Female,No,3.5,Yes,3
38912,26,Female,No,3.5,Yes,3
78766,21,Female,No,3.5,Yes,3
84438,43,Female,No,3.5,Yes,3
62367,39,Female,No,3.5,Yes,3
85560,33,Female,No,3.5,Yes,3
33818,21,Female,No,3.5,Yes,3
32287,19,Female,No,3.5,Yes,3
98719,22,Female,No,3.5,Yes,3
62310,31,Female,No,3.5,Yes,3
80564,28,Female,No,3.5,Yes,3
38836,20,Female,No,3.5,Yes,3
18661,21,Female,No,3.5,Yes,3
23192,27,Female,No,3.5,Yes,3
2834,20,Female,No,3.5,Yes,3
37472,45,Female,No,3.5,Yes,3
74565,40,Female,No,3.5,Yes,3
1499,36,Female,No,3.5,Yes,3
38198,44,Female,No,3.5,Yes,3
80376,42,Female,No,3.5,Yes,3
51807,29,Female,No,3.5,Yes,3
46748,40,Female,No,3.5,Yes,3
54405,40,Female,No,3.5,Yes,3
79313,46,Female,No,3.5,Yes,3
64525,18,Female,No,3.5,Yes,3
50810,29,Female,No,3.5,Yes,3
6432,38,Female,No,3.5,Yes,3
31874,44,Female,No,3.5,Yes,3
78175,47,Female,No,3.5,Yes,3
96789,31,Female,No,3.5,Yes,3
47120,50,Female,No,3.5,Yes,3
55905,45,Female,No,3.5,Yes,3
75362,28,Female,No,3.5,Yes,3
17422,48,Female,No,3.5,Yes,3
11417,45,Female,No,3.5,Yes,3
34625,46,Female,No,3.5,Yes,3
83234,36,Female,No,3.5,Yes,3
23851,44,Female,No,3.5,Yes,3
43963,31,Female,No,3.5,Yes,3
22607,47,Female,No,3.5,Yes,3
64879,20,Female,No,3.5,Yes,3
88560,49,Female,No,3.5,Yes,3
27154,26,Female,No,3.5,Yes,3
64322,26,Female,No,3.5,Yes,3
97581,50,Female,No,3.5,Yes,3
6021,21,Female,No,3.5,Yes,3
47049,42,Female,No,3.5,Yes,3
33021,22,Female,No,3.5,Yes,3
2526,40,Female,No,3.5,Yes,3
34544,40,Female,No,3.5,Yes,3
96928,44,Female,No,3.5,Yes,3
95229,43,Female,No,3.5,Yes,3
62241,30,Female,No,3.5,Yes,3
65739,18,Female,No,3.5,Yes,3
45422,43,Female,No,3.5,Yes,3
42871,18,Female,No,3.5,Yes,3
65818,36,Female,No,3.5,Yes,3
68422,20,Female,No,3.5,Yes,3
6928,28,Female,No,3.5,Yes,3
85673,35,Female,No,3.5,Yes,3
85796,44,Female,No,3.5,Yes,3
81135,33,Female,No,3.5,Yes,3
18626,21,Female,No,3.5,Yes,3
2944,32,Female,No,3.5,Yes,3
81599,32,Female,No,3.5,Yes,3
38736,48,Female,No,3.5,Yes,3
75241,20,Female,No,3.5,Yes,3
7975,22,Female,No,3.5,Yes,3
99780,48,Female,No,3.5,Yes,3
59813,25,Female,No,3.5,Yes,3
94847,48,Female,No,3.5,Yes,3
44708,24,Female,No,3.5,Yes,3
39574,45,Female,No,3.5,Yes,3
77456,34,Female,No,3.5,Yes,3
41464,42,Female,No,3.5,Yes,3
51953,30,Female,No,3.5,Yes,3
42158,34,Female,No,3.5,Yes,3
46080,46,Female,No,3.5,Yes,3
58023,38,Female,No,3.5,Yes,3
24648,48,Female,No,3.5,Yes,3
60878,37,Female,No,3.5,Yes,3
54109,23,Female,No,3.5,Yes,3
77365,39,Female,No,3.5,Yes,3
8526,38,Female,No,3.5,Yes,3
78592,36,Female,No,3.5,Yes,3
47650,42,Female,No,3.5,Yes,3
21252,45,Female,No,3.5,Yes,3
84365,43,Female,No,3.5,Yes,3
22460,18,Female,No,3.5,Yes,3
77892,35,Female,No,3.5,Yes,3
52366,50,Female,No,3.5,Yes,3
40272,25,Female,No,3.5,Yes,3
80759,48,Female,No,3.5,Yes,3
73124,24,Female,No,3.5,Yes,3
7485,29,Female,No,3.5,Yes,3
51342,25,Female,No,3.5,Yes,3
44435,31,Female,No,3.5,Yes,3
79821,46,Female,No,3.5,Yes,3
45544,38,Female,No,3.5,Yes,3
6149,24,Female,No,3.5,Yes,3
61410,48,Female,No,3.5,Yes,3
55377,48,Female,No,3.5,Yes,3
74967,49,Female,No,3.5,Yes,3
86469,22,Female,No,3.5,Yes,3
2638,28,Female,No,3.5,Yes,3
36776,36,Female,No,3.5,Yes,3
41856,34,Female,No,3.5,Yes,3
10471,24,Female,No,3.5,Yes,3
44420,26,Female,No,3.5,Yes,3
39336,27,Female,No,3.5,Yes,3
7901,50,Female,No,3.5,Yes,3
27103,26,Female,No,3.5,Yes,3
58423,35,Female,No,3.5,Yes,3
83491,31,Female,No,3.5,Yes,3
54031,50,Female,No,3.5,Yes,3
92088,50,Female,No,3.5,Yes,3
30755,49,Female,No,3.5,Yes,3
70595,35,Female,No,3.5,Yes,3
21433,32,Female,No,3.5,Yes,3
33648,39,Female,No,3.5,Yes,3
4491,31,Female,No,3.5,Yes,3
48331,28,Female,No,3.5,Yes,3
40573,19,Female,No,3.5,Yes,3
41992,44,Female,No,3.5,Yes,3
44891,49,Female,No,3.5,Yes,3
98778,24,Female,No,3.5,Yes,3
28162,29,Female,No,3.5,Yes,3
8256,34,Female,No,3.5,Yes,3
63150,42,Female,No,3.5,Yes,3
64594,27,Female,No,3.5,Yes,3
6192,32,Female,No,3.5,Yes,3
94635,35,Female,No,3.5,Yes,3
24253,34,Female,No,3.5,Yes,3
58937,30,Female,No,3.5,Yes,3
19173,29,Female,No,3.5,Yes,3
93827,37,Female,No,3.5,Yes,3
71633,41,Female,No,3.5,Yes,3
79945,29,Female,No,3.5,Yes,3
86177,23,Female,No,3.5,Yes,3
16895,24,Female,No,3.5,Yes,3
2401,19,Female,No,3.5,Yes,3
57330,39,Female,No,3.5,Yes,3
15746,27,Female,No,3.5,Yes,3
93837,24,Female,No,3.5,Yes,3
41600,22,Female,No,3.5,Yes,3
45737,30,Female,No,3.5,Yes,3
21789,44,Female,No,3.5,Yes,3
24818,26,Female,No,3.5,Yes,3
93512,45,Female,No,3.5,Yes,3
74709,35,Female,No,3.5,Yes,3
36989,28,Female,No,3.5,Yes,3
28519,39,Female,No,3.5,Yes,3
48491,30,Female,No,3.5,Yes,3
28714,21,Female,No,3.5,Yes,3
9875,41,Female,No,3.5,Yes,3
87991,28,Female,No,3.5,Yes,3
23010,35,Female,No,3.5,Yes,3
77436,38,Female,No,3.5,Yes,3
49526,31,Female,No,3.5,Yes,3
18114,47,Female,No,3.5,Yes,3
9495,46,Female,No,3.5,Yes,3
70349,50,Female,No,3.5,Yes,3
69992,32,Female,No,3.5,Yes,3
71237,32,Female,No,3.5,Yes,3
91494,42,Female,No,3.5,Yes,3
75168,31,Female,No,3.5,Yes,3
91667,19,Female,No,3.5,Yes,3
64992,45,Female,No,3.5,Yes,3
62678,23,Female,No,3.5,Yes,3
90506,46,Female,No,3.5,Yes,3
77574,47,Female,No,3.5,Yes,3
88900,35,Female,No,3.5,Yes,3
63059,38,Female,No,3.5,Yes,3
23512,26,Female,No,3.5,Yes,3
25733,34,Female,No,3.5,Yes,3
87603,25,Female,No,3.5,Yes,3
4781,50,Female,No,3.5,Yes,3
22285,25,Female,No,3.5,Yes,3
33788,33,Female,No,3.5,Yes,3
73206,25,Female,No,3.5,Yes,3
6053,26,Female,No,3.5,Yes,3
64367,34,Female,No,3.5,Yes,3
47993,26,Female,No,3.5,Yes,3
31714,50,Female,No,3.5,Yes,3
84768,18,Female,No,3.5,Yes,3
18690,46,Female,No,3.5,Yes,3
39083,46,Female,No,3.5,Yes,3
94164,24,Female,No,3.5,Yes,3
19626,38,Female,No,3.5,Yes,3
13904,34,Female,No,3.5,Yes,3
6060,23,Female,No,3.5,Yes,3
14370,41,Female,No,3.5,Yes,3
88305,49,Female,No,3.5,Yes,3
2032,39,Female,No,3.5,Yes,3
65194,27,Female,No,3.5,Yes,3
29033,28,Female,No,3.5,Yes,3
9364,44,Female,No,3.5,Yes,3
51578,26,Female,No,3.5,Yes,3
87244,48,Female,No,3.5,Yes,3
5568,28,Female,No,3.5,Yes,3
85533,46,Female,No,3.5,Yes,3
34683,49,Female,No,3.5,Yes,3
8856,37,Female,No,3.5,Yes,3
43274,43,Female,No,3.5,Yes,3
73531,26,Female,No,3.5,Yes,3
1494,30,Female,No,3.5,Yes,3
79417,37,Female,No,3.5,Yes,3
19967,45,Female,No,3.5,Yes,3
92481,42,Female,No,3.5,Yes,3
30370,28,Female,No,3.5,Yes,3
96477,33,Female,No,3.5,Yes,3
30560,19,Female,No,3.5,Yes,3
26049,34,Both,Yes,3.5,Yes,4
48194,29,Both,Yes,3.5,Yes,4
30029,23,Both,Yes,3.5,Yes,4
85235,25,Both,Yes,3.5,Yes,4
35313,21,Both,Yes,3.5,Yes,4
94088,26,Both,Yes,3.5,Yes,4
62429,19,Both,Yes,3.5,Yes,4
38316,31,Both,Yes,3.5,Yes,4
3861,23,Both,Yes,3.5,Yes,4
87094,35,Both,Yes,3.5,Yes,4
68043,24,Both,Yes,3.5,Yes,4
30806,27,Both,Yes,3.5,Yes,4
82505,22,Both,Yes,3.5,Yes,4
2203,22,Both,Yes,3.5,Yes,4
64269,18,Both,Yes,3.5,Yes,4
86181,30,Both,Yes,3.5,Yes,4
70946,30,Both,Yes,3.5,Yes,4
66773,24,Both,Yes,3.5,Yes,4
70622,26,Both,Yes,3.5,Yes,4
94369,31,Both,Yes,3.5,Yes,4
35221,23,Both,Yes,3.5,Yes,4
48051,18,Both,Yes,3.5,Yes,4
52125,26,Both,Yes,3.5,Yes,4
5149,27,Both,Yes,3.5,Yes,4
28096,19,Both,Yes,3.5,Yes,4
46938,32,Both,Yes,3.5,Yes,4
22796,27,Both,Yes,3.5,Yes,4
77538,34,Both,Yes,3.5,Yes,4
36570,25,Both,Yes,3.5,Yes,4
39386,19,Both,Yes,3.5,Yes,4
96831,26,Both,Yes,3.5,Yes,4
23814,20,Both,Yes,3.5,Yes,4
69612,18,Both,Yes,3.5,Yes,4
85056,33,Both,Yes,3.5,Yes,4
80684,27,Both,Yes,3.5,Yes,4
2226,35,Both,Yes,3.5,Yes,4
74996,19,Both,Yes,3.5,Yes,4
32904,21,Both,Yes,3.5,Yes,4
12809,32,Both,Yes,3.5,Yes,4
64085,32,Both,Yes,3.5,Yes,4
55930,18,Both,Yes,3.5,Yes,4
43792,30,Both,Yes,3.5,Yes,4
28106,34,Both,Yes,3.5,Yes,4
73003,23,Both,Yes,3.5,Yes,4
52489,30,Both,Yes,3.5,Yes,4
37464,29,Both,Yes,3.5,Yes,4
15740,28,Both,Yes,3.5,Yes,4
92698,33,Both,Yes,3.5,Yes,4
12572,18,Both,Yes,3.5,Yes,4
61418,19,Both,Yes,3.5,Yes,4
28874,22,Both,Yes,3.5,Yes,4
40026,25,Both,Yes,3.5,Yes,4
41763,29,Both,Yes,3.5,Yes,4
69061,25,Both,Yes,3.5,Yes,4
28794,24,Both,Yes,3.5,Yes,4
44863,35,Both,Yes,3.5,Yes,4
92567,27,Both,Yes,3.5,Yes,4
73260,23,Both,Yes,3.5,Yes,4
87028,35,Both,Yes,3.5,Yes,4
56636,32,Both,Yes,3.5,Yes,4
15903,29,Both,Yes,3.5,Yes,4
5742,25,Both,Yes,3.5,Yes,4
46872,18,Both,Yes,3.5,Yes,4
31892,31,Both,Yes,3.5,Yes,4
15723,25,Both,Yes,3.5,Yes,4
33409,19,Both,Yes,3.5,Yes,4
77249,33,Both,Yes,3.5,Yes,4
73026,33,Both,Yes,3.5,Yes,4
81495,33,Both,Yes,3.5,Yes,4
97505,27,Both,Yes,3.5,Yes,4
62329,31,Both,Yes,3.5,Yes,4
99511,26,Both,Yes,3.5,Yes,4
85774,31,Both,Yes,3.5,Yes,4
48049,24,Both,Yes,3.5,Yes,4
93611,35,Both,Yes,3.5,Yes,4
64378,31,Both,Yes,3.5,Yes,4
5460,21,Both,Yes,3.5,Yes,4
6858,32,Both,Yes,3.5,Yes,4
23013,24,Both,Yes,3.5,Yes,4
69461,23,Both,Yes,3.5,Yes,4
72234,35,Both,Yes,3.5,Yes,4
41587,28,Both,Yes,3.5,Yes,4
24084,28,Both,Yes,3.5,Yes,4
80547,31,Both,Yes,3.5,Yes,4
36306,27,Both,Yes,3.5,Yes,4
24545,19,Both,Yes,3.5,Yes,4
10075,30,Both,Yes,3.5,Yes,4
71142,22,Both,Yes,3.5,Yes,4
31956,22,Both,Yes,3.5,Yes,4
71344,19,Both,Yes,3.5,Yes,4
63637,23,Both,Yes,3.5,Yes,4
76978,19,Both,Yes,3.5,Yes,4
75172,34,Both,Yes,3.5,Yes,4
43874,22,Both,Yes,3.5,Yes,4
78585,27,Both,Yes,3.5,Yes,4
19954,18,Both,Yes,3.5,Yes,4
78416,35,Both,Yes,3.5,Yes,4
77394,34,Both,Yes,3.5,Yes,4
60428,29,Both,Yes,3.5,Yes,4
95443,32,Both,Yes,3.5,Yes,4
46095,25,Both,Yes,3.5,Yes,4
14613,34,Both,Yes,3.5,Yes,4
81072,24,Both,Yes,3.5,Yes,4
14918,32,Both,Yes,3.5,Yes,4
6059,32,Both,Yes,3.5,Yes,4
15478,34,Both,Yes,3.5,Yes,4
9853,30,Both,Yes,3.5,Yes,4
20780,18,Both,Yes,3.5,Yes,4
22553,35,Both,Yes,3.5,Yes,4
80223,19,Both,Yes,3.5,Yes,4
29653,32,Both,Yes,3.5,Yes,4
63468,33,Both,Yes,3.5,Yes,4
62446,21,Both,Yes,3.5,Yes,4
55082,18,Both,Yes,3.5,Yes,4
75798,28,Both,Yes,3.5,Yes,4
83927,33,Both,Yes,3.5,Yes,4
55376,25,Both,Yes,3.5,Yes,4
63932,29,Both,Yes,3.5,Yes,4
25876,33,Both,Yes,3.5,Yes,4
6155,32,Both,Yes,3.5,Yes,4
28171,22,Both,Yes,3.5,Yes,4
92677,27,Both,Yes,3.5,Yes,4
50052,29,Both,Yes,3.5,Yes,4
81189,32,Both,Yes,3.5,Yes,4
64419,33,Both,Yes,3.5,Yes,4
22849,31,Both,Yes,3.5,Yes,4
10568,21,Both,Yes,3.5,Yes,4
29952,19,Both,Yes,3.5,Yes,4
97383,27,Both,Yes,3.5,Yes,4
47309,20,Both,Yes,3.5,Yes,4
20434,22,Both,Yes,3.5,Yes,4
10448,20,Both,Yes,3.5,Yes,4
6782,30,Both,Yes,3.5,Yes,4
89744,21,Both,Yes,3.5,Yes,4
61591,24,Both,Yes,3.5,Yes,4
98125,35,Both,Yes,3.5,Yes,4
21615,25,Both,Yes,3.5,Yes,4
39114,19,Both,Yes,3.5,Yes,4
59229,35,Both,Yes,3.5,Yes,4
7668,19,Both,Yes,3.5,Yes,4
85585,23,Both,Yes,3.5,Yes,4
28141,19,Both,Yes,3.5,Yes,4
67198,22,Both,Yes,3.5,Yes,4
74775,27,Both,Yes,3.5,Yes,4
58766,19,Both,Yes,3.5,Yes,4
95338,21,Both,Yes,3.5,Yes,4
56324,20,Both,Yes,3.5,Yes,4
5843,32,Both,Yes,3.5,Yes,4
58665,31,Both,Yes,3.5,Yes,4
67129,35,Both,Yes,3.5,Yes,4
7918,29,Both,Yes,3.5,Yes,4
69227,30,Both,Yes,3.5,Yes,4
20093,31,Both,Yes,3.5,Yes,4
80217,22,Both,Yes,3.5,Yes,4
9318,30,Both,Yes,3.5,Yes,4
95472,22,Both,Yes,3.5,Yes,4
42740,20,Both,Yes,3.5,Yes,4
3639,18,Both,Yes,3.5,Yes,4
78918,21,Both,Yes,3.5,Yes,4
85282,19,Both,Yes,3.5,Yes,4
41007,27,Both,Yes,3.5,Yes,4
99423,23,Both,Yes,3.5,Yes,4
96425,22,Both,Yes,3.5,Yes,4
60451,24,Both,Yes,3.5,Yes,4
8636,28,Both,Yes,3.5,Yes,4
40577,30,Both,Yes,3.5,Yes,4
55926,30,Both,Yes,3.5,Yes,4
98388,33,Both,Yes,3.5,Yes,4
11227,29,Both,Yes,3.5,Yes,4
78101,32,Both,Yes,3.5,Yes,4
17771,35,Both,Yes,3.5,Yes,4
20299,26,Both,Yes,3.5,Yes,4
30547,18,Both,Yes,3.5,Yes,4
90118,32,Both,Yes,3.5,Yes,4
49481,23,Both,Yes,3.5,Yes,4
70218,23,Both,Yes,3.5,Yes,4
7795,23,Both,Yes,3.5,Yes,4
39322,35,Both,Yes,3.5,Yes,4
26434,27,Both,Yes,3.5,Yes,4
91059,28,Both,Yes,3.5,Yes,4
21268,20,Both,Yes,3.5,Yes,4
95783,19,Both,Yes,3.5,Yes,4
1194,30,Both,Yes,3.5,Yes,4
80267,32,Both,Yes,3.5,Yes,4
52140,26,Both,Yes,3.5,Yes,4
86539,33,Both,Yes,3.5,Yes,4
32069,21,Both,Yes,3.5,Yes,4
52561,25,Both,Yes,3.5,Yes,4
75079,25,Both,Yes,3.5,Yes,4
96698,31,Both,Yes,3.5,Yes,4
25627,32,Both,Yes,3.5,Yes,4
79594,18,Both,Yes,3.5,Yes,4
16337,26,Both,Yes,3.5,Yes,4
59969,20,Both,Yes,3.5,Yes,4
71663,20,Both,Yes,3.5,Yes,4
5003,21,Both,Yes,3.5,Yes,4
62978,35,Both,Yes,3.5,Yes,4
49067,18,Both,Yes,3.5,Yes,4
41650,23,Both,Yes,3.5,Yes,4
57363,23,Both,Yes,3.5,Yes,4
34968,21,Both,Yes,3.5,Yes,4
38427,33,Both,Yes,3.5,Yes,4
88822,26,Both,Yes,3.5,Yes,4
69437,22,Both,Yes,3.5,Yes,4
11466,28,Both,Yes,3.5,Yes,4
47971,21,Both,Yes,3.5,Yes,4
4717,34,Both,Yes,3.5,Yes,4
34715,25,Both,Yes,3.5,Yes,4
90101,24,Both,Yes,3.5,Yes,4
97526,34,Both,Yes,3.5,Yes,4
3017,35,Both,Yes,3.5,Yes,4
59885,28,Both,Yes,3.5,Yes,4
11906,33,Both,Yes,3.5,Yes,4
75059,32,Both,Yes,3.5,Yes,4
53442,19,Both,Yes,3.5,Yes,4
8744,29,Both,Yes,3.5,Yes,4
60209,20,Both,Yes,3.5,Yes,4
97114,34,Both,Yes,3.5,Yes,4
24831,34,Both,Yes,3.5,Yes,4
50331,28,Both,Yes,3.5,Yes,4
20022,32,Both,Yes,3.5,Yes,4
40963,19,Both,Yes,3.5,Yes,4
