deposit the first,age,gender,gift,mobile banking,special benefits,label
152,2,Both,yes,no,yes,Isuru Udana-People's Bank
154,3,Both,yes,no,yes,Isuru Udana-People's Bank
156,4,Both,yes,no,yes,Isuru Udana-People's Bank
158,5,Both,yes,no,yes,Isuru Udana-People's Bank
160,1,Both,yes,no,yes,Isuru Udana-People's Bank
162,2,Both,yes,no,yes,Isuru Udana-People's Bank
164,3,Both,yes,no,yes,Isuru Udana-People's Bank
166,4,Both,yes,no,yes,Isuru Udana-People's Bank
168,5,Both,yes,no,yes,Isuru Udana-People's Bank
170,1,Both,yes,no,yes,Isuru Udana-People's Bank
172,2,Both,yes,no,yes,Isuru Udana-People's Bank
174,3,Both,yes,no,yes,Isuru Udana-People's Bank
176,4,Both,yes,no,yes,Isuru Udana-People's Bank
178,5,Both,yes,no,yes,Isuru Udana-People's Bank
180,1,Both,yes,no,yes,Isuru Udana-People's Bank
182,2,Both,yes,no,yes,Isuru Udana-People's Bank
184,3,Both,yes,no,yes,Isuru Udana-People's Bank
186,4,Both,yes,no,yes,Isuru Udana-People's Bank
188,5,Both,yes,no,yes,Isuru Udana-People's Bank
190,1,Both,yes,no,yes,Isuru Udana-People's Bank
192,2,Both,yes,no,yes,Isuru Udana-People's Bank
194,3,Both,yes,no,yes,Isuru Udana-People's Bank
196,4,Both,yes,no,yes,Isuru Udana-People's Bank
198,5,Both,yes,no,yes,Isuru Udana-People's Bank
200,4,Both,no,no,yes,Arunalu-Commercial Bank
205,3,Both,no,no,yes,Arunalu-Commercial Bank
210,8,Both,no,no,yes,Arunalu-Commercial Bank
215,9,Both,no,no,yes,Arunalu-Commercial Bank
220,10,Both,no,no,yes,Arunalu-Commercial Bank
225,11,Both,no,no,yes,Arunalu-Commercial Bank
230,12,Both,no,no,yes,Arunalu-Commercial Bank
235,6,Both,no,no,yes,Arunalu-Commercial Bank
240,7,Both,no,no,yes,Arunalu-Commercial Bank
245,8,Both,no,no,yes,Arunalu-Commercial Bank
250,9,Both,no,no,yes,Arunalu-Commercial Bank
255,1,Both,no,no,yes,Arunalu-Commercial Bank
260,2,Both,no,no,yes,Arunalu-Commercial Bank
265,3,Both,no,no,yes,Arunalu-Commercial Bank
270,4,Both,no,no,yes,Arunalu-Commercial Bank
275,5,Both,no,no,yes,Arunalu-Commercial Bank
280,6,Both,no,no,yes,Arunalu-Commercial Bank
285,7,Both,no,no,yes,Arunalu-Commercial Bank
290,8,Both,no,no,yes,Arunalu-Commercial Bank
295,9,Both,no,no,yes,Arunalu-Commercial Bank
300,10,Both,no,no,yes,Arunalu-Commercial Bank
305,11,Both,no,no,yes,Arunalu-Commercial Bank
310,12,Both,no,no,yes,Arunalu-Commercial Bank
315,13,Both,no,no,yes,Arunalu-Commercial Bank
320,14,Both,no,no,yes,Arunalu-Commercial Bank
325,15,Both,no,no,yes,Arunalu-Commercial Bank
330,16,Both,no,no,yes,Arunalu-Commercial Bank
335,17,Both,no,no,yes,Arunalu-Commercial Bank
340,18,Both,no,no,yes,Arunalu-Commercial Bank
345,19,Both,no,no,yes,Arunalu-Commercial Bank
350,20,Both,no,no,yes,Arunalu-Commercial Bank
355,21,Both,no,no,yes,Arunalu-Commercial Bank
360,22,Both,no,no,yes,Arunalu-Commercial Bank
365,23,Both,no,no,yes,Arunalu-Commercial Bank
370,24,Both,no,no,yes,Arunalu-Commercial Bank
375,25,Both,no,no,yes,Arunalu-Commercial Bank
380,26,Both,no,no,yes,Arunalu-Commercial Bank
385,27,Both,no,no,yes,Arunalu-Commercial Bank
390,28,Both,no,no,yes,Arunalu-Commercial Bank
395,29,Both,no,no,yes,Arunalu-Commercial Bank
400,30,Both,no,no,yes,Arunalu-Commercial Bank
405,31,Both,no,no,yes,Arunalu-Commercial Bank
410,32,Both,no,no,yes,Arunalu-Commercial Bank
415,33,Both,no,no,yes,Arunalu-Commercial Bank
420,34,Both,no,no,yes,Arunalu-Commercial Bank
425,35,Both,no,no,yes,Arunalu-Commercial Bank
430,36,Both,no,no,yes,Arunalu-Commercial Bank
435,37,Both,no,no,yes,Arunalu-Commercial Bank
440,38,Both,no,no,yes,Arunalu-Commercial Bank
445,39,Both,no,no,yes,Arunalu-Commercial Bank
450,40,Both,no,no,yes,Arunalu-Commercial Bank
455,41,Both,no,no,yes,Arunalu-Commercial Bank
460,42,Both,no,no,yes,Arunalu-Commercial Bank
465,43,Both,no,no,yes,Arunalu-Commercial Bank
470,44,Both,no,no,yes,Arunalu-Commercial Bank
475,45,Both,no,no,yes,Arunalu-Commercial Bank
480,46,Both,no,no,yes,Arunalu-Commercial Bank
485,47,Both,no,no,yes,Arunalu-Commercial Bank
490,48,Both,no,no,yes,Arunalu-Commercial Bank
495,49,Both,no,no,yes,Arunalu-Commercial Bank
500,50,Both,no,no,yes,Arunalu-Commercial Bank
250,6,Both,yes,no,yes,Sisu Udana-People's Bank
252,7,Both,yes,no,yes,Sisu Udana-People's Bank
254,8,Both,yes,no,yes,Sisu Udana-People's Bank
256,9,Both,yes,no,yes,Sisu Udana-People's Bank
258,10,Both,yes,no,yes,Sisu Udana-People's Bank
260,11,Both,yes,no,yes,Sisu Udana-People's Bank
262,12,Both,yes,no,yes,Sisu Udana-People's Bank
264,13,Both,yes,no,yes,Sisu Udana-People's Bank
266,14,Both,yes,no,yes,Sisu Udana-People's Bank
268,15,Both,yes,no,yes,Sisu Udana-People's Bank
270,16,Both,yes,no,yes,Sisu Udana-People's Bank
272,10,Both,yes,no,yes,Sisu Udana-People's Bank
274,11,Both,yes,no,yes,Sisu Udana-People's Bank
276,12,Both,yes,no,yes,Sisu Udana-People's Bank
278,13,Both,yes,no,yes,Sisu Udana-People's Bank
280,14,Both,yes,no,yes,Sisu Udana-People's Bank
282,15,Both,yes,no,yes,Sisu Udana-People's Bank
284,6,Both,yes,no,yes,Sisu Udana-People's Bank
286,7,Both,yes,no,yes,Sisu Udana-People's Bank
288,8,Both,yes,no,yes,Sisu Udana-People's Bank
290,9,Both,yes,no,yes,Sisu Udana-People's Bank
292,10,Both,yes,no,yes,Sisu Udana-People's Bank
294,11,Both,yes,no,yes,Sisu Udana-People's Bank
296,12,Both,yes,no,yes,Sisu Udana-People's Bank
298,13,Both,yes,no,yes,Sisu Udana-People's Bank
300,14,Both,yes,no,yes,Sisu Udana-People's Bank
302,15,Both,yes,no,yes,Sisu Udana-People's Bank
304,16,Both,yes,no,yes,Sisu Udana-People's Bank
306,17,Both,yes,no,yes,Sisu Udana-People's Bank
308,18,Both,yes,no,yes,Sisu Udana-People's Bank
310,6,Both,yes,no,yes,Sisu Udana-People's Bank
312,7,Both,yes,no,yes,Sisu Udana-People's Bank
314,8,Both,yes,no,yes,Sisu Udana-People's Bank
316,9,Both,yes,no,yes,Sisu Udana-People's Bank
318,10,Both,yes,no,yes,Sisu Udana-People's Bank
320,11,Both,yes,no,yes,Sisu Udana-People's Bank
322,12,Both,yes,no,yes,Sisu Udana-People's Bank
324,13,Both,yes,no,yes,Sisu Udana-People's Bank
326,14,Both,yes,no,yes,Sisu Udana-People's Bank
328,15,Both,yes,no,yes,Sisu Udana-People's Bank
330,16,Both,yes,no,yes,Sisu Udana-People's Bank
332,17,Both,yes,no,yes,Sisu Udana-People's Bank
334,18,Both,yes,no,yes,Sisu Udana-People's Bank
336,6,Both,yes,no,yes,Sisu Udana-People's Bank
338,7,Both,yes,no,yes,Sisu Udana-People's Bank
340,8,Both,yes,no,yes,Sisu Udana-People's Bank
342,9,Both,yes,no,yes,Sisu Udana-People's Bank
344,10,Both,yes,no,yes,Sisu Udana-People's Bank
346,11,Both,yes,no,yes,Sisu Udana-People's Bank
348,12,Both,yes,no,yes,Sisu Udana-People's Bank
350,13,Both,yes,no,yes,Sisu Udana-People's Bank
352,14,Both,yes,no,yes,Sisu Udana-People's Bank
354,15,Both,yes,no,yes,Sisu Udana-People's Bank
356,16,Both,yes,no,yes,Sisu Udana-People's Bank
358,17,Both,yes,no,yes,Sisu Udana-People's Bank
360,18,Both,yes,no,yes,Sisu Udana-People's Bank
362,6,Both,yes,no,yes,Sisu Udana-People's Bank
364,7,Both,yes,no,yes,Sisu Udana-People's Bank
366,8,Both,yes,no,yes,Sisu Udana-People's Bank
368,9,Both,yes,no,yes,Sisu Udana-People's Bank
370,10,Both,yes,no,yes,Sisu Udana-People's Bank
372,11,Both,yes,no,yes,Sisu Udana-People's Bank
374,12,Both,yes,no,yes,Sisu Udana-People's Bank
376,13,Both,yes,no,yes,Sisu Udana-People's Bank
378,14,Both,yes,no,yes,Sisu Udana-People's Bank
380,15,Both,yes,no,yes,Sisu Udana-People's Bank
382,16,Both,yes,no,yes,Sisu Udana-People's Bank
384,17,Both,yes,no,yes,Sisu Udana-People's Bank
386,18,Both,yes,no,yes,Sisu Udana-People's Bank
388,6,Both,yes,no,yes,Sisu Udana-People's Bank
390,7,Both,yes,no,yes,Sisu Udana-People's Bank
392,8,Both,yes,no,yes,Sisu Udana-People's Bank
394,9,Both,yes,no,yes,Sisu Udana-People's Bank
396,10,Both,yes,no,yes,Sisu Udana-People's Bank
398,11,Both,yes,no,yes,Sisu Udana-People's Bank
400,12,Both,yes,no,yes,Sisu Udana-People's Bank
402,13,Both,yes,no,yes,Sisu Udana-People's Bank
404,14,Both,yes,no,yes,Sisu Udana-People's Bank
406,15,Both,yes,no,yes,Sisu Udana-People's Bank
408,16,Both,yes,no,yes,Sisu Udana-People's Bank
410,17,Both,yes,no,yes,Sisu Udana-People's Bank
412,18,Both,yes,no,yes,Sisu Udana-People's Bank
414,6,Both,yes,no,yes,Sisu Udana-People's Bank
416,7,Both,yes,no,yes,Sisu Udana-People's Bank
418,8,Both,yes,no,yes,Sisu Udana-People's Bank
420,9,Both,yes,no,yes,Sisu Udana-People's Bank
422,10,Both,yes,no,yes,Sisu Udana-People's Bank
424,11,Both,yes,no,yes,Sisu Udana-People's Bank
426,12,Both,yes,no,yes,Sisu Udana-People's Bank
428,13,Both,yes,no,yes,Sisu Udana-People's Bank
430,14,Both,yes,no,yes,Sisu Udana-People's Bank
432,15,Both,yes,no,yes,Sisu Udana-People's Bank
434,16,Both,yes,no,yes,Sisu Udana-People's Bank
436,17,Both,yes,no,yes,Sisu Udana-People's Bank
438,18,Both,yes,no,yes,Sisu Udana-People's Bank
440,6,Both,yes,no,yes,Sisu Udana-People's Bank
442,7,Both,yes,no,yes,Sisu Udana-People's Bank
444,8,Both,yes,no,yes,Sisu Udana-People's Bank
446,9,Both,yes,no,yes,Sisu Udana-People's Bank
448,10,Both,yes,no,yes,Sisu Udana-People's Bank
450,11,Both,yes,no,yes,Sisu Udana-People's Bank
452,12,Both,yes,no,yes,Sisu Udana-People's Bank
454,13,Both,yes,no,yes,Sisu Udana-People's Bank
456,14,Both,yes,no,yes,Sisu Udana-People's Bank
458,15,Both,yes,no,yes,Sisu Udana-People's Bank
460,16,Both,yes,no,yes,Sisu Udana-People's Bank
462,17,Both,yes,no,yes,Sisu Udana-People's Bank
464,18,Both,yes,no,yes,Sisu Udana-People's Bank
466,6,Both,yes,no,yes,Sisu Udana-People's Bank
468,7,Both,yes,no,yes,Sisu Udana-People's Bank
470,8,Both,yes,no,yes,Sisu Udana-People's Bank
472,9,Both,yes,no,yes,Sisu Udana-People's Bank
474,10,Both,yes,no,yes,Sisu Udana-People's Bank
476,11,Both,yes,no,yes,Sisu Udana-People's Bank
478,12,Both,yes,no,yes,Sisu Udana-People's Bank
480,13,Both,yes,no,yes,Sisu Udana-People's Bank
482,14,Both,yes,no,yes,Sisu Udana-People's Bank
484,15,Both,yes,no,yes,Sisu Udana-People's Bank
486,16,Both,yes,no,yes,Sisu Udana-People's Bank
488,17,Both,yes,no,yes,Sisu Udana-People's Bank
490,18,Both,yes,no,yes,Sisu Udana-People's Bank
492,6,Both,yes,no,yes,Sisu Udana-People's Bank
494,7,Both,yes,no,yes,Sisu Udana-People's Bank
496,8,Both,yes,no,yes,Sisu Udana-People's Bank
498,9,Both,yes,no,yes,Sisu Udana-People's Bank
500,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
510,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
520,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
530,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
540,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
550,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
560,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
570,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
580,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
590,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
600,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
610,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
620,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
630,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
640,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
650,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
660,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
670,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
680,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
690,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
700,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
710,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
720,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
730,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
740,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
750,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
760,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
770,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
780,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
790,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
800,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
810,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
820,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
830,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
840,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
850,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
860,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
870,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
880,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
890,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
900,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
910,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
920,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
930,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
940,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
950,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
960,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
970,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
980,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
990,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
1000,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
1010,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
1020,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
1030,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
1040,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
1050,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
1060,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
1070,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
1080,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
1090,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
1100,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
1110,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
1120,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
1130,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
1140,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
1150,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
1160,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
1170,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
1180,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
1190,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
1200,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
1210,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
1220,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
1230,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
1240,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
1250,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
1260,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
1270,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
1280,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
1290,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
1300,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
1310,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
1320,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
1330,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
1340,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
1350,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
1360,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
1370,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
1380,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
1390,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
1400,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
1410,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
1420,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
1430,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
1440,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
1450,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
1460,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
1470,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
1480,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
1490,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
1500,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
1510,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
1520,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
1530,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
1540,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
1550,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
1560,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
1570,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
1580,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
1590,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
1600,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
1610,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
1620,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
1630,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
1640,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
1650,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
1660,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
1670,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
1680,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
1690,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
1700,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
1710,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
1720,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
1730,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
1740,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
1750,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
1760,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
1770,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
1780,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
1790,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
1800,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
1810,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
1820,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
1830,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
1840,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
1850,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
1860,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
1870,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
1880,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
1890,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
1900,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
1910,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
1920,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
1930,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
1940,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
1950,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
1960,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
1970,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
1980,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
1990,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
2000,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
2010,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
2020,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
2030,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
2040,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
2050,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
2060,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
2070,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
2080,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
2090,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
2100,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
2110,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
2120,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
2130,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
2140,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
2150,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
2160,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
2170,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
2180,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
2190,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
2200,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
2210,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
2220,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
2230,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
2240,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
2250,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
2260,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
2270,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
2280,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
2290,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
2300,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
2310,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
2320,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
2330,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
2340,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
2350,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
2360,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
2370,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
2380,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
2390,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
2400,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
2410,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
2420,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
2430,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
2440,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
2450,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
2460,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
2470,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
2480,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
2490,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
2500,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
2510,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
2520,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
2530,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
2540,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
2550,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
2560,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
2570,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
2580,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
2590,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
2600,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
2610,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
2620,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
2630,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
2640,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
2650,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
2660,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
2670,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
2680,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
2690,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
2700,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
2710,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
2720,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
2730,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
2740,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
2750,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
2760,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
2770,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
2780,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
2790,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
2800,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
2810,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
2820,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
2830,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
2840,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
2850,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
2860,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
2870,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
2880,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
2890,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
2900,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
2910,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
2920,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
2930,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
2940,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
2950,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
2960,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
2970,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
2980,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
